ticker_symbol,day_date,close_value,volume,open_value,high_value,low_value,change,label
GOOGL,2020-05-29,1433.52,1852522,1420.43,1436.73,1415.98,0.9215519244172481,1.0
GOOGL,2020-05-28,1418.24,1759787,1400.0,1444.46,1399.076,1.3028571428571434,1.0
GOOGL,2020-05-27,1420.28,1584185,1420.0,1425.345,1394.6,0.01971830985915301,1.0
GOOGL,2020-05-26,1421.37,2229488,1441.96,1445.11,1419.395,-1.4279175566590019,0.0
GOOGL,2020-05-22,1413.24,1427206,1403.9,1417.0,1395.95,0.6652895505377817,1.0
GOOGL,2020-05-21,1406.75,1544976,1410.99,1416.46,1394.39,-0.30049823173800017,0.0
GOOGL,2020-05-20,1409.16,1913133,1389.16,1412.026,1387.4193,1.4397189668576693,1.0
GOOGL,2020-05-19,1374.4,1579250,1385.48,1392.49,1373.76,-0.7997228397378473,0.0
GOOGL,2020-05-18,1385.18,2356449,1361.58,1392.76,1354.2,1.7332804535906916,1.0
GOOGL,2020-05-15,1373.06,2077199,1348.26,1374.58,1339.0,1.8394078293504188,1.0
GOOGL,2020-05-14,1356.86,1833017,1333.52,1357.37,1323.3,1.7502549643049912,1.0
GOOGL,2020-05-13,1348.33,2018404,1376.16,1385.33,1328.01,-2.022293919311719,0.0
GOOGL,2020-05-12,1375.18,1695874,1408.22,1414.33,1374.51,-2.346224311542228,0.0
GOOGL,2020-05-11,1403.59,1635856,1376.79,1415.53,1375.5,1.9465568459968445,1.0
GOOGL,2020-05-08,1384.34,1666487,1381.82,1396.64,1372.01,0.18236818109449726,1.0
GOOGL,2020-05-07,1369.28,1535819,1361.31,1375.9999,1352.5406,0.585465470759785,1.0
GOOGL,2020-05-06,1345.43,1586629,1358.0,1368.69,1345.13,-0.9256259204712767,0.0
GOOGL,2020-05-05,1349.02,1983318,1337.5,1371.01,1335.03,0.8613084112149518,1.0
GOOGL,2020-05-04,1322.9,1540347,1308.13,1324.47,1296.01,1.129092674275491,1.0
GOOGL,2020-05-01,1317.32,2443554,1324.09,1351.43,1309.66,-0.511294549464159,0.0
GOOGL,2020-04-30,1346.7,2792124,1331.36,1350.0,1321.5,1.1522052637904208,1.0
GOOGL,2020-04-29,1342.18,5417888,1345.0,1360.15,1326.73,-0.20966542750928893,0.0
GOOGL,2020-04-28,1232.59,4035007,1283.2,1284.76,1230.38,-3.9440461346633517,0.0
GOOGL,2020-04-27,1270.86,2209333,1292.0,1294.1,1265.06,-1.636222910216726,0.0
GOOGL,2020-04-24,1276.6,1872004,1255.0,1277.71,1244.0,1.7211155378485985,1.0
GOOGL,2020-04-23,1271.17,1710122,1265.74,1288.15,1260.5301,0.42899805647289835,1.0
GOOGL,2020-04-22,1258.41,2315792,1241.11,1279.88,1237.2,1.3939135129037863,1.0
GOOGL,2020-04-21,1212.16,2482404,1242.71,1250.0,1205.0,-2.4583370215094393,0.0
GOOGL,2020-04-20,1261.15,1764593,1269.89,1276.82,1256.44,-0.6882485884604185,0.0
GOOGL,2020-04-17,1279.0,2552824,1281.7,1290.0,1266.0,-0.21065772021534257,0.0
GOOGL,2020-04-16,1257.43,2894757,1267.14,1273.3586,1238.2,-0.7662925959246836,0.0
GOOGL,2020-04-15,1257.3,2111842,1246.51,1275.1099,1234.0,0.8656168021114925,1.0
GOOGL,2020-04-14,1265.23,3167862,1239.9735,1275.7499,1228.5413,2.03685804575662,1.0
GOOGL,2020-04-13,1210.41,1935128,1201.5,1214.5199,1182.3318,0.741573033707872,1.0
GOOGL,2020-04-09,1206.57,2701423,1218.18,1221.99,1192.4166,-0.9530611239718372,0.0
GOOGL,2020-04-08,1207.0,2016713,1203.1,1214.9,1183.954,0.32416258000167,1.0
GOOGL,2020-04-07,1182.56,3080955,1217.01,1220.775,1177.25,-2.830708046770367,0.0
GOOGL,2020-04-06,1183.19,3165991,1133.0,1190.7547,1125.0,4.429832303618716,1.0
GOOGL,2020-04-03,1092.7,2568694,1114.71,1118.79,1075.08,-1.9745045796664595,0.0
GOOGL,2020-04-02,1117.03,2820534,1100.0,1122.77,1093.13,1.5481818181818157,1.0
GOOGL,2020-04-01,1102.1,2598519,1124.0,1129.42,1093.49,-1.9483985765124636,0.0
GOOGL,2020-03-31,1161.95,3263971,1148.73,1173.4,1136.72,1.150836140781561,1.0
GOOGL,2020-03-30,1146.31,2936827,1132.64,1151.0,1098.4901,1.2069148184771723,1.0
GOOGL,2020-03-27,1110.26,3139661,1127.47,1151.05,1104.0027,-1.5264264237629415,0.0
GOOGL,2020-03-26,1162.92,3834422,1114.72,1171.48,1092.03,4.323955791588923,1.0
GOOGL,2020-03-25,1101.62,4516162,1124.58,1146.17,1083.01,-2.041651105301538,0.0
GOOGL,2020-03-24,1130.01,3623435,1103.98,1133.33,1086.43,2.357832569430603,1.0
GOOGL,2020-03-23,1054.13,4183629,1056.37,1066.91,1008.87,-0.2120469153800072,0.0
GOOGL,2020-03-20,1068.21,4143897,1130.9,1138.4783,1062.1,-5.543372535149,0.0
GOOGL,2020-03-19,1111.67,3703248,1088.22,1152.61,1055.55,2.1548951498777864,1.0
GOOGL,2020-03-18,1091.19,4652238,1059.94,1104.99,1037.0,2.9482800913259237,1.0
GOOGL,2020-03-17,1118.06,4159686,1090.64,1126.0,1049.1,2.5141201496368963,1.0
GOOGL,2020-03-16,1073.0,4825981,1089.61,1145.47,1067.0801,-1.524398638044796,0.0
GOOGL,2020-03-13,1214.27,3969973,1174.99,1214.4,1112.29,3.3430071745291423,1.0
GOOGL,2020-03-12,1111.55,4716293,1122.62,1188.75,1108.47,-0.9860861199693519,0.0
GOOGL,2020-03-11,1210.9,2741694,1248.27,1256.93,1191.14,-2.993743340783636,0.0
GOOGL,2020-03-10,1275.17,2743566,1254.39,1275.85,1214.51,1.656582083721966,1.0
GOOGL,2020-03-09,1215.79,3462578,1204.96,1252.73,1198.04,0.8987850219094349,1.0
GOOGL,2020-03-06,1295.74,3232315,1269.95,1302.75,1257.21,2.030788613724947,1.0
GOOGL,2020-03-05,1314.76,2718982,1345.55,1353.63,1301.64,-2.288283601501242,0.0
GOOGL,2020-03-04,1381.6,2379856,1358.96,1382.78,1337.0,1.6659798669570753,1.0
GOOGL,2020-03-03,1337.72,2830112,1397.68,1408.19,1329.2421,-4.289966229752163,0.0
GOOGL,2020-03-02,1386.32,2771463,1351.39,1387.47,1325.2,2.5847460762622063,1.0
GOOGL,2020-02-28,1339.25,4010900,1274.31,1342.45,1268.21,5.096091217992487,1.0
GOOGL,2020-02-27,1314.95,3114476,1359.14,1369.4,1314.24,-3.2513206880821732,0.0
GOOGL,2020-02-26,1390.47,2490178,1394.98,1413.67,1376.5501,-0.323302126195357,0.0
GOOGL,2020-02-25,1386.32,2578966,1431.0,1436.847,1380.42,-3.1222921034241833,0.0
GOOGL,2020-02-24,1419.86,2478039,1423.05,1436.38,1406.79,-0.22416640314817152,0.0
GOOGL,2020-02-21,1483.46,2126843,1504.58,1510.945,1478.49,-1.4037139932738634,0.0
GOOGL,2020-02-20,1516.99,1298386,1519.01,1527.07,1504.255,-0.13298134969486586,0.0
GOOGL,2020-02-19,1524.87,1137338,1527.2,1530.74,1520.976,-0.1525667888947194,0.0
GOOGL,2020-02-18,1519.44,1284011,1514.34,1530.555,1511.01,0.3367803795713074,1.0
GOOGL,2020-02-14,1518.73,1159857,1514.53,1520.05,1505.55,0.2773137541019356,1.0
GOOGL,2020-02-13,1513.39,1145658,1510.0,1525.946,1504.0,0.22450331125828477,1.0
GOOGL,2020-02-12,1518.63,1552136,1515.86,1520.3,1508.67,0.18273455332288005,1.0
GOOGL,2020-02-11,1510.06,1742647,1513.27,1529.8799,1505.4501,-0.21212341485657127,0.0
GOOGL,2020-02-10,1508.66,1915072,1477.23,1508.88,1475.2,2.1276307683976134,1.0
GOOGL,2020-02-07,1479.11,1418049,1467.385,1485.245,1465.41,0.7990404699516426,1.0
GOOGL,2020-02-06,1475.97,1891079,1451.98,1481.56,1450.48,1.6522266146916629,1.0
GOOGL,2020-02-05,1446.05,1818793,1463.61,1464.58,1429.675,-1.199773163615987,0.0
GOOGL,2020-02-04,1445.41,4793967,1454.49,1467.335,1422.03,-0.6242738004386368,0.0
GOOGL,2020-02-03,1482.6,3608760,1461.65,1486.3,1456.61,1.4333116683200369,1.0
GOOGL,2020-01-31,1432.78,2191075,1467.86,1469.67,1427.06,-2.389873693676504,0.0
GOOGL,2020-01-30,1454.25,1355472,1438.1,1455.25,1435.0,1.123009526458528,1.0
GOOGL,2020-01-29,1456.7,1081964,1458.46,1464.14,1445.385,-0.12067523277978079,0.0
GOOGL,2020-01-28,1450.5,1486586,1441.74,1454.8,1430.36,0.6075991510258432,1.0
GOOGL,2020-01-27,1431.73,1706566,1431.54,1436.58,1419.5,0.013272419911427871,1.0
GOOGL,2020-01-24,1466.17,1489280,1492.82,1494.2,1463.1796,-1.7852118808697544,0.0
GOOGL,2020-01-23,1484.69,1332562,1487.55,1493.5,1480.32,-0.19226244495982656,0.0
GOOGL,2020-01-22,1484.17,1422946,1489.73,1500.5812,1482.6614,-0.37322199324709476,0.0
GOOGL,2020-01-21,1482.25,2446601,1479.0,1489.8845,1470.21,0.21974306964164975,1.0
GOOGL,2020-01-17,1479.52,2621175,1462.54,1480.55,1456.55,1.160993887346672,1.0
GOOGL,2020-01-16,1450.16,1304040,1445.45,1450.7,1440.0,0.32585008128956633,1.0
GOOGL,2020-01-15,1439.2,1077519,1433.02,1440.78,1431.66,0.43125706549804355,1.0
GOOGL,2020-01-14,1430.59,1305636,1440.0,1442.63,1427.77,-0.6534722222222279,0.0
GOOGL,2020-01-13,1440.03,1537317,1435.25,1441.48,1425.37,0.33304302386343654,1.0
GOOGL,2020-01-10,1428.96,1313178,1429.47,1434.9399,1419.5977,-0.03567755881550441,0.0
GOOGL,2020-01-09,1419.79,1661438,1421.93,1428.68,1410.21,-0.15049967297968955,0.0
GOOGL,2020-01-08,1405.04,1766274,1394.82,1411.85,1392.63,0.7327110308140138,1.0
GOOGL,2020-01-07,1395.11,1726456,1400.46,1403.5,1391.555,-0.38201733716065694,0.0
GOOGL,2020-01-06,1397.81,2339343,1351.63,1398.32,1351.0,3.4166154938851485,1.0
GOOGL,2020-01-03,1361.52,1170629,1348.0,1373.75,1347.3236,1.0029673590504438,1.0
GOOGL,2020-01-02,1368.68,1364265,1348.41,1368.68,1346.49,1.5032519782558702,1.0
GOOGL,2019-12-31,1339.39,976061,1335.79,1340.66,1332.13,0.26950343991197245,1.0
GOOGL,2019-12-30,1339.71,1000592,1356.81,1357.0,1337.835,-1.2603091073915957,0.0
GOOGL,2019-12-27,1354.64,1160873,1364.0,1367.07,1353.0,-0.6862170087976466,0.0
GOOGL,2019-12-26,1362.47,1183800,1346.55,1363.2,1345.51,1.1822806431250288,1.0
GOOGL,2019-12-24,1344.43,673410,1350.21,1352.01,1344.165,-0.42808155768361755,0.0
GOOGL,2019-12-23,1350.63,996967,1358.73,1361.854,1348.0,-0.5961449294561766,0.0
GOOGL,2019-12-20,1351.22,2513849,1363.1,1364.0,1350.73,-0.8715428068373474,0.0
GOOGL,2019-12-19,1356.44,1521082,1351.91,1357.5259,1348.7507,0.335081477317275,1.0
