fileName,label
APPL_30_0,0
APPL_31_1,1
APPL_32_1,1
APPL_33_1,1
APPL_34_0,0
APPL_35_1,1
APPL_36_0,0
APPL_37_1,1
APPL_38_0,0
APPL_39_1,1
APPL_40_0,0
APPL_41_0,0
APPL_42_1,1
APPL_43_0,0
APPL_44_1,1
APPL_45_0,0
APPL_46_1,1
APPL_47_0,0
APPL_48_0,0
APPL_49_0,0
APPL_50_1,1
APPL_51_1,1
APPL_52_1,1
APPL_53_1,1
APPL_54_0,0
APPL_55_0,0
APPL_56_1,1
APPL_57_1,1
APPL_58_1,1
APPL_59_0,0
APPL_60_1,1
APPL_61_0,0
APPL_62_1,1
APPL_63_1,1
APPL_64_0,0
APPL_65_1,1
APPL_66_0,0
APPL_67_1,1
APPL_68_0,0
APPL_69_0,0
APPL_70_1,1
APPL_71_1,1
APPL_72_1,1
APPL_73_1,1
APPL_74_1,1
APPL_75_0,0
APPL_76_1,1
APPL_77_0,0
APPL_78_1,1
APPL_79_0,0
APPL_80_1,1
APPL_81_1,1
APPL_82_0,0
APPL_83_1,1
APPL_84_0,0
APPL_85_1,1
APPL_86_0,0
APPL_87_0,0
APPL_88_1,1
APPL_89_0,0
APPL_90_0,0
APPL_91_1,1
APPL_92_1,1
APPL_93_0,0
APPL_94_0,0
APPL_95_1,1
APPL_96_0,0
APPL_97_1,1
APPL_98_1,1
APPL_99_0,0
APPL_100_1,1
APPL_101_1,1
APPL_102_1,1
APPL_103_1,1
APPL_104_1,1
APPL_105_0,0
APPL_106_1,1
APPL_107_0,0
APPL_108_1,1
APPL_109_0,0
APPL_110_1,1
APPL_111_0,0
APPL_112_1,1
APPL_113_1,1
APPL_114_1,1
APPL_115_1,1
APPL_116_1,1
APPL_117_0,0
APPL_118_0,0
APPL_119_1,1
APPL_120_1,1
APPL_121_1,1
APPL_122_1,1
APPL_123_0,0
APPL_124_1,1
APPL_125_1,1
APPL_126_0,0
APPL_127_1,1
APPL_128_0,0
APPL_129_0,0
APPL_130_0,0
APPL_131_0,0
APPL_132_1,1
APPL_133_1,1
APPL_134_0,0
APPL_135_1,1
APPL_136_1,1
APPL_137_1,1
APPL_138_1,1
APPL_139_1,1
APPL_140_1,1
APPL_141_1,1
APPL_142_1,1
APPL_143_1,1
APPL_144_1,1
APPL_145_0,0
APPL_146_0,0
APPL_147_1,1
APPL_148_1,1
APPL_149_0,0
APPL_150_1,1
APPL_151_0,0
APPL_152_1,1
APPL_153_1,1
APPL_154_1,1
APPL_155_1,1
APPL_156_0,0
APPL_157_1,1
APPL_158_1,1
APPL_159_1,1
APPL_160_1,1
APPL_161_0,0
APPL_162_1,1
APPL_163_1,1
APPL_164_1,1
APPL_165_0,0
APPL_166_0,0
APPL_167_1,1
APPL_168_0,0
APPL_169_0,0
APPL_170_1,1
APPL_171_0,0
APPL_172_0,0
APPL_173_0,0
APPL_174_0,0
APPL_175_1,1
APPL_176_1,1
APPL_177_1,1
APPL_178_0,0
APPL_179_0,0
APPL_180_1,1
APPL_181_1,1
APPL_182_0,0
APPL_183_0,0
APPL_184_1,1
APPL_185_1,1
APPL_186_0,0
APPL_187_0,0
APPL_188_1,1
APPL_189_1,1
APPL_190_0,0
APPL_191_1,1
APPL_192_0,0
APPL_193_0,0
APPL_194_0,0
APPL_195_0,0
APPL_196_0,0
APPL_197_1,1
APPL_198_0,0
APPL_199_0,0
APPL_200_1,1
APPL_201_1,1
APPL_202_0,0
APPL_203_1,1
APPL_204_1,1
APPL_205_1,1
APPL_206_0,0
APPL_207_0,0
APPL_208_0,0
