fileName,label
AAPL_30_0,0
AAPL_31_1,1
AAPL_32_1,1
AAPL_33_1,1
AAPL_34_0,0
AAPL_35_1,1
AAPL_36_0,0
AAPL_37_1,1
AAPL_38_0,0
AAPL_39_1,1
AAPL_40_0,0
AAPL_41_0,0
AAPL_42_1,1
AAPL_43_0,0
AAPL_44_1,1
AAPL_45_0,0
AAPL_46_1,1
AAPL_47_0,0
AAPL_48_0,0
AAPL_49_0,0
AAPL_50_1,1
AAPL_51_1,1
AAPL_52_1,1
AAPL_53_1,1
AAPL_54_0,0
AAPL_55_0,0
AAPL_56_1,1
AAPL_57_1,1
AAPL_58_1,1
AAPL_59_0,0
AAPL_60_1,1
AAPL_61_0,0
AAPL_62_1,1
AAPL_63_1,1
AAPL_64_0,0
AAPL_65_1,1
AAPL_66_0,0
AAPL_67_1,1
AAPL_68_0,0
AAPL_69_0,0
AAPL_70_1,1
AAPL_71_1,1
AAPL_72_1,1
AAPL_73_1,1
AAPL_74_1,1
AAPL_75_0,0
AAPL_76_1,1
AAPL_77_0,0
AAPL_78_1,1
AAPL_79_0,0
AAPL_80_1,1
AAPL_81_1,1
AAPL_82_0,0
AAPL_83_1,1
AAPL_84_0,0
AAPL_85_1,1
AAPL_86_0,0
AAPL_87_0,0
AAPL_88_1,1
AAPL_89_0,0
AAPL_90_0,0
AAPL_91_1,1
AAPL_92_1,1
AAPL_93_0,0
AAPL_94_0,0
AAPL_95_1,1
AAPL_96_0,0
AAPL_97_1,1
AAPL_98_1,1
AAPL_99_0,0
AAPL_100_1,1
AAPL_101_1,1
AAPL_102_1,1
AAPL_103_1,1
AAPL_104_1,1
AAPL_105_0,0
AAPL_106_1,1
AAPL_107_0,0
AAPL_108_1,1
AAPL_109_0,0
AAPL_110_1,1
AAPL_111_0,0
AAPL_112_1,1
AAPL_113_1,1
AAPL_114_1,1
AAPL_115_1,1
AAPL_116_1,1
AAPL_117_0,0
AAPL_118_0,0
AAPL_119_1,1
AAPL_120_1,1
AAPL_121_1,1
AAPL_122_1,1
AAPL_123_0,0
AAPL_124_1,1
AAPL_125_1,1
AAPL_126_0,0
AAPL_127_1,1
AAPL_128_0,0
AAPL_129_0,0
AAPL_130_0,0
AAPL_131_0,0
AAPL_132_1,1
AAPL_133_1,1
AAPL_134_0,0
AAPL_135_1,1
AAPL_136_1,1
AAPL_137_1,1
AAPL_138_1,1
AAPL_139_1,1
AAPL_140_1,1
AAPL_141_1,1
AAPL_142_1,1
AAPL_143_1,1
AAPL_144_1,1
AAPL_145_0,0
AAPL_146_0,0
AAPL_147_1,1
AAPL_148_1,1
AAPL_149_0,0
AAPL_150_1,1
AAPL_151_0,0
AAPL_152_1,1
AAPL_153_1,1
AAPL_154_1,1
AAPL_155_1,1
AAPL_156_0,0
AAPL_157_1,1
AAPL_158_1,1
AAPL_159_1,1
AAPL_160_1,1
AAPL_161_0,0
AAPL_162_1,1
AAPL_163_1,1
AAPL_164_1,1
AAPL_165_0,0
AAPL_166_0,0
AAPL_167_1,1
AAPL_168_0,0
AAPL_169_0,0
AAPL_170_1,1
AAPL_171_0,0
AAPL_172_0,0
AAPL_173_0,0
AAPL_174_0,0
AAPL_175_1,1
AAPL_176_1,1
AAPL_177_1,1
AAPL_178_0,0
AAPL_179_0,0
AAPL_180_1,1
AAPL_181_1,1
AAPL_182_0,0
AAPL_183_0,0
AAPL_184_1,1
AAPL_185_1,1
AAPL_186_0,0
AAPL_187_0,0
AAPL_188_1,1
AAPL_189_1,1
AAPL_190_0,0
AAPL_191_1,1
AAPL_192_0,0
AAPL_193_0,0
AAPL_194_0,0
AAPL_195_0,0
AAPL_196_0,0
AAPL_197_1,1
AAPL_198_0,0
AAPL_199_0,0
AAPL_200_1,1
AAPL_201_1,1
AAPL_202_0,0
AAPL_203_1,1
AAPL_204_1,1
AAPL_205_1,1
AAPL_206_0,0
AAPL_207_0,0
AAPL_208_0,0
AAPL_209_0,0
AAPL_210_1,1
AAPL_211_1,1
AAPL_212_1,1
AAPL_213_0,0
AAPL_214_1,1
AAPL_215_1,1
AAPL_216_1,1
AAPL_217_0,0
AAPL_218_1,1
AAPL_219_0,0
AAPL_220_0,0
AAPL_221_1,1
AAPL_222_1,1
AAPL_223_0,0
AAPL_224_1,1
AAPL_225_1,1
AAPL_226_0,0
AAPL_227_1,1
AAPL_228_1,1
AAPL_229_1,1
AAPL_230_0,0
AAPL_231_0,0
AAPL_232_0,0
AAPL_233_1,1
AAPL_234_0,0
AAPL_235_1,1
AAPL_236_0,0
AAPL_237_0,0
AAPL_238_0,0
AAPL_239_1,1
AAPL_240_1,1
AAPL_241_1,1
AAPL_242_0,0
AAPL_243_1,1
AAPL_244_0,0
AAPL_245_1,1
AAPL_246_1,1
AAPL_247_1,1
AAPL_248_0,0
AAPL_249_1,1
AAPL_250_0,0
AAPL_251_0,0
AAPL_252_1,1
AAPL_253_1,1
AAPL_254_0,0
AAPL_255_0,0
AAPL_256_0,0
AAPL_257_0,0
AAPL_258_1,1
AAPL_259_0,0
AAPL_260_1,1
AAPL_261_1,1
AAPL_262_1,1
AAPL_263_1,1
AAPL_264_0,0
AAPL_265_0,0
AAPL_266_1,1
AAPL_267_1,1
AAPL_268_0,0
AAPL_269_1,1
AAPL_270_1,1
AAPL_271_0,0
AAPL_272_1,1
AAPL_273_0,0
AAPL_274_1,1
AAPL_275_0,0
AAPL_276_0,0
AAPL_277_0,0
AAPL_278_1,1
AAPL_279_1,1
AAPL_280_1,1
AAPL_281_1,1
AAPL_282_0,0
AAPL_283_1,1
AAPL_284_0,0
AAPL_285_0,0
AAPL_286_1,1
AAPL_287_0,0
AAPL_288_1,1
AAPL_289_1,1
AAPL_290_1,1
AAPL_291_1,1
AAPL_292_1,1
AAPL_293_0,0
AAPL_294_1,1
AAPL_295_0,0
AAPL_296_0,0
AAPL_297_0,0
AAPL_298_0,0
AAPL_299_0,0
AAPL_300_1,1
AAPL_301_1,1
AAPL_302_0,0
AAPL_303_1,1
AAPL_304_1,1
AAPL_305_0,0
AAPL_306_0,0
AAPL_307_1,1
AAPL_308_1,1
AAPL_309_1,1
AAPL_310_0,0
AAPL_311_0,0
AAPL_312_0,0
AAPL_313_1,1
AAPL_314_1,1
AAPL_315_0,0
AAPL_316_1,1
AAPL_317_1,1
AAPL_318_1,1
AAPL_319_1,1
AAPL_320_0,0
AAPL_321_1,1
AAPL_322_1,1
AAPL_323_0,0
AAPL_324_1,1
AAPL_325_0,0
AAPL_326_1,1
AAPL_327_0,0
AAPL_328_1,1
AAPL_329_0,0
AAPL_330_0,0
AAPL_331_1,1
AAPL_332_1,1
AAPL_333_0,0
AAPL_334_1,1
AAPL_335_1,1
AAPL_336_0,0
AAPL_337_1,1
AAPL_338_1,1
AAPL_339_0,0
AAPL_340_0,0
AAPL_341_0,0
AAPL_342_0,0
AAPL_343_1,1
AAPL_344_1,1
AAPL_345_1,1
AAPL_346_0,0
AAPL_347_0,0
AAPL_348_1,1
AAPL_349_1,1
AAPL_350_1,1
AAPL_351_0,0
AAPL_352_1,1
AAPL_353_0,0
AAPL_354_1,1
AAPL_355_0,0
AAPL_356_0,0
AAPL_357_1,1
AAPL_358_1,1
AAPL_359_0,0
AAPL_360_0,0
AAPL_361_0,0
AAPL_362_0,0
AAPL_363_1,1
AAPL_364_0,0
AAPL_365_0,0
AAPL_366_1,1
AAPL_367_0,0
AAPL_368_0,0
AAPL_369_1,1
AAPL_370_0,0
AAPL_371_1,1
AAPL_372_0,0
AAPL_373_1,1
AAPL_374_0,0
AAPL_375_0,0
AAPL_376_1,1
AAPL_377_1,1
AAPL_378_1,1
AAPL_379_0,0
AAPL_380_0,0
AAPL_381_0,0
AAPL_382_0,0
AAPL_383_1,1
AAPL_384_1,1
AAPL_385_0,0
AAPL_386_1,1
AAPL_387_0,0
AAPL_388_0,0
AAPL_389_0,0
AAPL_390_1,1
AAPL_391_1,1
AAPL_392_0,0
AAPL_393_0,0
AAPL_394_1,1
AAPL_395_1,1
AAPL_396_1,1
AAPL_397_0,0
AAPL_398_1,1
AAPL_399_1,1
AAPL_400_0,0
AAPL_401_1,1
AAPL_402_1,1
AAPL_403_1,1
AAPL_404_0,0
AAPL_405_0,0
AAPL_406_1,1
AAPL_407_0,0
AAPL_408_1,1
AAPL_409_0,0
AAPL_410_0,0
AAPL_411_1,1
AAPL_412_1,1
AAPL_413_0,0
AAPL_414_0,0
AAPL_415_1,1
AAPL_416_1,1
AAPL_417_0,0
AAPL_418_1,1
AAPL_419_1,1
AAPL_420_0,0
AAPL_421_1,1
AAPL_422_1,1
AAPL_423_0,0
AAPL_424_0,0
AAPL_425_0,0
AAPL_426_1,1
AAPL_427_0,0
AAPL_428_0,0
AAPL_429_1,1
