ticker_symbol,day_date,close_value,volume,open_value,high_value,low_value,change,label
TSLA,2020-05-29,835.0,11812490,808.75,835.0,804.21,3.2457496136012365,1.0
TSLA,2020-05-28,805.81,7275774,813.51,824.75,801.69,-0.9465157158486122,0.0
TSLA,2020-05-27,820.23,11549530,820.86,827.71,785.0,-0.07674877567429227,0.0
TSLA,2020-05-26,818.87,8089736,834.5,834.6,815.705,-1.8729778310365481,0.0
TSLA,2020-05-22,816.88,9987475,822.174,831.78,812.0,-0.6439026288839081,0.0
TSLA,2020-05-21,827.6,12254580,816.0,832.5,796.0,1.4215686274509831,1.0
TSLA,2020-05-20,815.56,7309271,820.5,826.0,811.8,-0.6020719073735594,0.0
TSLA,2020-05-19,808.01,9636522,815.17,822.07,806.08,-0.8783443944207918,0.0
TSLA,2020-05-18,813.63,11698100,827.78,834.7201,803.88,-1.7093913841842008,0.0
TSLA,2020-05-15,799.17,10518430,790.35,805.0486,786.552,1.1159612829758885,1.0
TSLA,2020-05-14,803.33,13682190,780.0,803.36,764.0,2.9910256410256464,1.0
TSLA,2020-05-13,790.96,19065490,820.83,826.0,763.3,-3.6389995492367486,0.0
TSLA,2020-05-12,809.41,15906910,827.0,843.29,808.0,-2.1269649334945626,0.0
TSLA,2020-05-11,811.29,16519600,790.51,824.0,785.0,2.62868274911133,1.0
TSLA,2020-05-08,819.42,16130090,793.77,824.0,787.01,3.231414641520841,1.0
TSLA,2020-05-07,780.04,11527690,777.21,796.4,772.35,0.36412295261254063,1.0
TSLA,2020-05-06,782.58,11123230,776.5,789.8,761.11,0.7830006439150085,1.0
TSLA,2020-05-05,768.21,16991660,789.79,798.92,762.18,-2.7323718963268626,0.0
TSLA,2020-05-04,761.19,19237090,701.0,762.0,698.0,8.586305278174045,1.0
TSLA,2020-05-01,701.32,32531810,755.0,772.77,683.04,-7.10993377483443,0.0
TSLA,2020-04-30,781.88,28471850,855.19,869.82,763.5,-8.572364036062167,0.0
TSLA,2020-04-29,800.51,16215980,790.17,803.1999,783.16,1.308579166508477,1.0
TSLA,2020-04-28,769.12,15221960,795.64,805.0,756.69,-3.3331657533557864,0.0
TSLA,2020-04-27,798.75,20681440,737.61,799.49,735.0,8.288933176068653,1.0
TSLA,2020-04-24,725.15,13237610,710.81,730.73,698.18,2.0174167499050424,1.0
TSLA,2020-04-23,705.63,13236700,727.6,734.0,703.13,-3.019516217702038,0.0
TSLA,2020-04-22,732.11,14224830,703.98,734.0,688.71,3.995852154890763,1.0
TSLA,2020-04-21,686.72,20209090,730.12,753.33,673.79,-5.944228346025308,0.0
TSLA,2020-04-20,746.36,14746370,732.7,765.57,712.21,1.8643373822846958,1.0
TSLA,2020-04-17,753.89,13128230,772.28,774.95,747.66,-2.381260682653958,0.0
TSLA,2020-04-16,745.21,20657860,716.94,759.45,706.715,3.943147264764134,1.0
TSLA,2020-04-15,729.83,23577000,742.0,753.13,710.0,-1.64016172506738,0.0
TSLA,2020-04-14,709.89,30576510,698.97,741.88,692.43,1.562298811107767,1.0
TSLA,2020-04-13,650.95,22475420,590.16,652.0,580.53,10.30059644842078,1.0
TSLA,2020-04-09,573.0,13650000,562.09,575.1818,557.11,1.9409703072461648,1.0
TSLA,2020-04-08,548.84,12656020,554.2,557.2081,533.33,-0.9671598700830049,0.0
TSLA,2020-04-07,545.45,17919780,545.0,565.0,532.34,0.08256880733945789,1.0
TSLA,2020-04-06,516.24,14901840,511.2,521.0,497.96,0.9859154929577505,1.0
TSLA,2020-04-03,480.01,22562080,509.5,515.49,468.3901,-5.788027477919531,0.0
TSLA,2020-04-02,454.47,19858430,481.03,494.2599,446.4,-5.52148514645655,0.0
TSLA,2020-04-01,481.56,13353180,504.0,513.9548,475.1,-4.4523809523809526,0.0
TSLA,2020-03-31,524.0,17771490,501.25,542.96,497.0,4.538653366583541,1.0
TSLA,2020-03-30,502.13,11998070,510.26,516.6471,491.23,-1.593305373731038,0.0
TSLA,2020-03-27,514.36,14377410,505.0,525.8,494.03,1.8534653465346562,1.0
TSLA,2020-03-26,528.16,17422080,547.39,560.0,512.25,-3.5130345822905094,0.0
TSLA,2020-03-25,539.25,21222750,545.25,557.0,511.11,-1.1004126547455295,0.0
TSLA,2020-03-24,505.0,22895170,477.3,513.69,474.0,5.80347789650115,1.0
TSLA,2020-03-23,434.29,16454550,433.6,441.9999,410.5,0.15913284132841277,1.0
TSLA,2020-03-20,427.53,28285500,438.2,477.0,425.79,-2.4349612049292597,0.0
TSLA,2020-03-19,427.64,30195460,374.697,452.0,358.46,14.129550009741198,1.0
TSLA,2020-03-18,361.22,23786160,389.0,404.86,350.51,-7.141388174807191,0.0
TSLA,2020-03-17,430.2,23994580,440.01,471.85,396.0,-2.2294947842094506,0.0
TSLA,2020-03-16,445.07,20489460,469.4997,494.8699,442.17,-5.2033473077831625,0.0
TSLA,2020-03-13,546.62,22640250,595.0,607.57,502.0,-8.13109243697479,0.0
TSLA,2020-03-12,560.55,18909050,580.89,594.5,546.25,-3.5015235242472813,0.0
TSLA,2020-03-11,634.23,13413590,640.2,653.58,613.0,-0.9325210871602665,0.0
TSLA,2020-03-10,645.33,15594440,659.43,668.0,608.0,-2.1382102725080614,0.0
TSLA,2020-03-09,608.0,17073740,605.39,662.998,605.0,0.43112704207205504,1.0
TSLA,2020-03-06,703.48,12662920,690.004,707.0,684.27,1.9530321563353252,1.0
TSLA,2020-03-05,724.54,10852660,723.77,745.75,718.07,0.10638738825869845,1.0
TSLA,2020-03-04,749.5,15048980,763.9603,766.52,724.7345,-1.8928077807184431,0.0
TSLA,2020-03-03,745.51,25784000,805.0,806.98,716.1106,-7.390062111801243,0.0
TSLA,2020-03-02,743.62,20194990,711.26,743.69,686.67,4.549672412338668,1.0
TSLA,2020-02-28,667.99,24564170,629.7,690.52,611.52,6.0806733365094425,1.0
TSLA,2020-02-27,679.0,24277160,730.0,739.77,669.0,-6.986301369863014,0.0
TSLA,2020-02-26,778.8,14153840,782.5,813.31,776.11,-0.47284345047923904,0.0
TSLA,2020-02-25,799.91,17290480,849.0,856.6,787.0,-5.782096584216729,0.0
TSLA,2020-02-24,833.79,15192160,839.0,863.5,822.2,-0.620977353992853,0.0
TSLA,2020-02-21,901.0,14339450,906.98,913.06,880.45,-0.6593309665042248,0.0
TSLA,2020-02-20,899.41,17634890,911.95,912.0,859.94,-1.375075387905047,0.0
TSLA,2020-02-19,917.42,25422960,923.5,944.78,901.02,-0.6583649160801344,0.0
TSLA,2020-02-18,858.4,16698370,841.6,860.0,832.36,1.9961977186311732,1.0
TSLA,2020-02-14,800.03,15693710,787.22,812.97,785.5,1.627245242752972,1.0
TSLA,2020-02-13,804.0,26289350,741.84,818.0,735.0,8.379165318667093,1.0
TSLA,2020-02-12,767.29,12022470,777.87,789.75,763.37,-1.3601244423875507,0.0
