fileName,label
GOOGL_30_0,0
GOOGL_31_1,1
GOOGL_32_1,1
GOOGL_33_1,1
GOOGL_34_0,0
GOOGL_35_1,1
GOOGL_36_0,0
GOOGL_37_1,1
GOOGL_38_0,0
GOOGL_39_1,1
GOOGL_40_0,0
GOOGL_41_1,1
GOOGL_42_1,1
GOOGL_43_0,0
GOOGL_44_1,1
GOOGL_45_0,0
GOOGL_46_1,1
GOOGL_47_0,0
GOOGL_48_0,0
GOOGL_49_1,1
GOOGL_50_1,1
GOOGL_51_1,1
GOOGL_52_0,0
GOOGL_53_1,1
GOOGL_54_0,0
GOOGL_55_0,0
GOOGL_56_1,1
GOOGL_57_1,1
GOOGL_58_1,1
GOOGL_59_0,0
GOOGL_60_1,1
GOOGL_61_0,0
GOOGL_62_1,1
GOOGL_63_1,1
GOOGL_64_0,0
GOOGL_65_0,0
GOOGL_66_0,0
GOOGL_67_0,0
GOOGL_68_0,0
GOOGL_69_0,0
GOOGL_70_0,0
GOOGL_71_1,1
GOOGL_72_1,1
GOOGL_73_1,1
GOOGL_74_1,1
GOOGL_75_0,0
GOOGL_76_1,1
GOOGL_77_1,1
GOOGL_78_1,1
GOOGL_79_0,0
GOOGL_80_0,0
GOOGL_81_1,1
GOOGL_82_0,0
GOOGL_83_1,1
GOOGL_84_0,0
GOOGL_85_1,1
GOOGL_86_1,1
GOOGL_87_0,0
GOOGL_88_0,0
GOOGL_89_0,0
GOOGL_90_1,1
GOOGL_91_1,1
GOOGL_92_1,1
GOOGL_93_1,1
GOOGL_94_0,0
GOOGL_95_1,1
GOOGL_96_0,0
GOOGL_97_0,0
GOOGL_98_1,1
GOOGL_99_0,0
GOOGL_100_1,1
GOOGL_101_1,1
GOOGL_102_1,1
GOOGL_103_1,1
GOOGL_104_0,0
GOOGL_105_0,0
GOOGL_106_1,1
GOOGL_107_0,0
GOOGL_108_0,0
GOOGL_109_0,0
GOOGL_110_1,1
GOOGL_111_0,0
GOOGL_112_0,0
GOOGL_113_1,1
GOOGL_114_0,0
GOOGL_115_1,1
GOOGL_116_0,0
GOOGL_117_1,1
GOOGL_118_1,1
GOOGL_119_1,1
GOOGL_120_0,0
GOOGL_121_1,1
GOOGL_122_1,1
GOOGL_123_0,0
GOOGL_124_0,0
GOOGL_125_0,0
GOOGL_126_1,1
GOOGL_127_1,1
GOOGL_128_0,0
GOOGL_129_1,1
GOOGL_130_0,0
GOOGL_131_0,0
GOOGL_132_0,0
GOOGL_133_1,1
GOOGL_134_1,1
GOOGL_135_1,1
GOOGL_136_0,0
GOOGL_137_0,0
GOOGL_138_1,1
GOOGL_139_1,1
GOOGL_140_1,1
GOOGL_141_1,1
GOOGL_142_1,1
GOOGL_143_1,1
GOOGL_144_0,0
GOOGL_145_1,1
GOOGL_146_0,0
GOOGL_147_1,1
GOOGL_148_1,1
GOOGL_149_1,1
GOOGL_150_1,1
GOOGL_151_0,0
GOOGL_152_0,0
GOOGL_153_0,0
GOOGL_154_1,1
GOOGL_155_1,1
GOOGL_156_1,1
GOOGL_157_1,1
GOOGL_158_0,0
GOOGL_159_1,1
GOOGL_160_1,1
GOOGL_161_0,0
GOOGL_162_1,1
GOOGL_163_1,1
GOOGL_164_1,1
GOOGL_165_0,0
GOOGL_166_0,0
GOOGL_167_1,1
GOOGL_168_0,0
GOOGL_169_1,1
GOOGL_170_1,1
GOOGL_171_0,0
GOOGL_172_1,1
GOOGL_173_0,0
GOOGL_174_1,1
GOOGL_175_1,1
GOOGL_176_0,0
GOOGL_177_1,1
GOOGL_178_1,1
GOOGL_179_1,1
GOOGL_180_1,1
GOOGL_181_1,1
GOOGL_182_0,0
GOOGL_183_0,0
GOOGL_184_1,1
GOOGL_185_1,1
GOOGL_186_0,0
GOOGL_187_0,0
GOOGL_188_1,1
GOOGL_189_1,1
GOOGL_190_0,0
GOOGL_191_1,1
GOOGL_192_0,0
GOOGL_193_0,0
GOOGL_194_0,0
GOOGL_195_0,0
GOOGL_196_1,1
GOOGL_197_0,0
GOOGL_198_1,1
GOOGL_199_0,0
GOOGL_200_1,1
GOOGL_201_0,0
GOOGL_202_0,0
GOOGL_203_1,1
GOOGL_204_1,1
GOOGL_205_1,1
GOOGL_206_0,0
GOOGL_207_0,0
GOOGL_208_0,0
GOOGL_209_0,0
GOOGL_210_1,1
GOOGL_211_0,0
GOOGL_212_1,1
GOOGL_213_0,0
GOOGL_214_1,1
GOOGL_215_1,1
GOOGL_216_1,1
GOOGL_217_0,0
GOOGL_218_1,1
GOOGL_219_0,0
GOOGL_220_1,1
GOOGL_221_1,1
GOOGL_222_1,1
GOOGL_223_0,0
GOOGL_224_1,1
GOOGL_225_1,1
GOOGL_226_0,0
GOOGL_227_1,1
GOOGL_228_1,1
GOOGL_229_1,1
GOOGL_230_0,0
GOOGL_231_1,1
GOOGL_232_0,0
GOOGL_233_0,0
GOOGL_234_0,0
GOOGL_235_0,0
GOOGL_236_1,1
GOOGL_237_0,0
GOOGL_238_0,0
GOOGL_239_0,0
GOOGL_240_1,1
GOOGL_241_0,0
GOOGL_242_1,1
GOOGL_243_0,0
GOOGL_244_0,0
GOOGL_245_1,1
GOOGL_246_1,1
GOOGL_247_1,1
GOOGL_248_0,0
GOOGL_249_1,1
GOOGL_250_0,0
GOOGL_251_1,1
GOOGL_252_1,1
GOOGL_253_0,0
GOOGL_254_0,0
GOOGL_255_0,0
GOOGL_256_0,0
GOOGL_257_1,1
GOOGL_258_0,0
GOOGL_259_0,0
GOOGL_260_0,0
GOOGL_261_1,1
GOOGL_262_1,1
GOOGL_263_0,0
GOOGL_264_0,0
GOOGL_265_0,0
GOOGL_266_1,1
GOOGL_267_0,0
GOOGL_268_0,0
GOOGL_269_1,1
GOOGL_270_1,1
GOOGL_271_0,0
GOOGL_272_0,0
GOOGL_273_1,1
GOOGL_274_1,1
GOOGL_275_1,1
GOOGL_276_0,0
GOOGL_277_0,0
GOOGL_278_1,1
GOOGL_279_1,1
GOOGL_280_0,0
GOOGL_281_1,1
GOOGL_282_1,1
GOOGL_283_1,1
GOOGL_284_1,1
GOOGL_285_1,1
GOOGL_286_1,1
GOOGL_287_1,1
GOOGL_288_0,0
GOOGL_289_0,0
GOOGL_290_1,1
GOOGL_291_0,0
GOOGL_292_1,1
GOOGL_293_1,1
GOOGL_294_0,0
GOOGL_295_0,0
GOOGL_296_0,0
GOOGL_297_0,0
GOOGL_298_0,0
GOOGL_299_0,0
GOOGL_300_1,1
GOOGL_301_1,1
GOOGL_302_1,1
GOOGL_303_0,0
GOOGL_304_0,0
GOOGL_305_0,0
GOOGL_306_0,0
GOOGL_307_1,1
GOOGL_308_1,1
GOOGL_309_1,1
GOOGL_310_0,0
GOOGL_311_0,0
GOOGL_312_1,1
GOOGL_313_0,0
GOOGL_314_1,1
GOOGL_315_1,1
GOOGL_316_1,1
GOOGL_317_1,1
GOOGL_318_0,0
GOOGL_319_1,1
GOOGL_320_0,0
GOOGL_321_0,0
GOOGL_322_1,1
GOOGL_323_0,0
GOOGL_324_1,1
GOOGL_325_0,0
GOOGL_326_1,1
GOOGL_327_0,0
GOOGL_328_1,1
GOOGL_329_0,0
GOOGL_330_0,0
GOOGL_331_1,1
GOOGL_332_1,1
GOOGL_333_0,0
GOOGL_334_1,1
GOOGL_335_1,1
GOOGL_336_0,0
GOOGL_337_0,0
GOOGL_338_1,1
GOOGL_339_1,1
GOOGL_340_0,0
GOOGL_341_0,0
GOOGL_342_0,0
GOOGL_343_1,1
GOOGL_344_0,0
GOOGL_345_1,1
GOOGL_346_0,0
GOOGL_347_0,0
GOOGL_348_1,1
GOOGL_349_0,0
GOOGL_350_0,0
GOOGL_351_0,0
GOOGL_352_1,1
