ticker_symbol,day_date,close_value,volume,open_value,high_value,low_value,change,label
AMZN,2020-05-29,2442.37,3529329,2415.94,2442.37,2398.1973,1.0939841221222313,1.0
AMZN,2020-05-28,2401.1,3193136,2384.33,2436.9699,2378.23,0.7033422387001792,1.0
AMZN,2020-05-27,2410.39,5056945,2404.99,2413.58,2330.0,0.22453315814203348,1.0
AMZN,2020-05-26,2421.86,3568153,2458.0,2462.0,2414.06,-1.47030105777054,0.0
AMZN,2020-05-22,2436.88,2867079,2455.01,2469.85,2430.13,-0.7384898635850815,0.0
AMZN,2020-05-21,2446.74,5114403,2500.0,2525.45,2442.54,-2.1304000000000087,0.0
AMZN,2020-05-20,2497.94,3998143,2477.87,2500.01,2467.27,0.8099698531400018,1.0
AMZN,2020-05-19,2449.33,4320498,2429.83,2484.995,2428.97,0.8025252795463057,1.0
AMZN,2020-05-18,2426.26,4366572,2404.346,2433.0,2384.01,0.9114328802926125,1.0
AMZN,2020-05-15,2409.78,4234951,2368.52,2411.0,2356.37,1.7420161113269137,1.0
AMZN,2020-05-14,2388.85,3648128,2361.01,2391.37,2353.21,1.179156377990762,1.0
AMZN,2020-05-13,2367.92,4782919,2366.8,2407.7,2337.805,0.047321277674492596,1.0
AMZN,2020-05-12,2356.95,3074916,2411.85,2418.9999,2355.0,-2.276260961502585,0.0
AMZN,2020-05-11,2409.0,3259231,2374.7,2419.665,2372.11,1.4443929759548653,1.0
AMZN,2020-05-08,2379.61,3211228,2372.14,2387.2449,2357.0,0.3149055283415083,1.0
AMZN,2020-05-07,2367.61,3396411,2374.78,2376.0,2343.11,-0.30192270441893865,0.0
AMZN,2020-05-06,2351.26,3117814,2329.44,2357.45,2320.0,0.9367058177072671,1.0
AMZN,2020-05-05,2317.8,3242496,2340.0,2351.0,2307.1251,-0.948717948717941,0.0
AMZN,2020-05-04,2315.99,4865926,2256.38,2326.98,2256.38,2.641842242884606,1.0
AMZN,2020-05-01,2286.04,9772605,2336.8,2362.44,2258.1901,-2.17220130092435,0.0
AMZN,2020-04-30,2474.0,9534611,2419.84,2475.0,2396.01,2.2381645067442415,1.0
AMZN,2020-04-29,2372.71,4591593,2330.01,2391.89,2310.0,1.8326101604714065,1.0
AMZN,2020-04-28,2314.08,5269446,2372.1,2373.5,2306.0,-2.4459339825471096,0.0
AMZN,2020-04-27,2376.0,5645645,2443.2,2444.88,2363.0,-2.7504911591355525,0.0
AMZN,2020-04-24,2410.22,3831797,2417.0,2420.4332,2382.0,-0.28051303268515515,0.0
AMZN,2020-04-23,2399.45,5066552,2399.98,2424.22,2382.08,-0.022083517362653026,0.0
AMZN,2020-04-22,2363.49,4218295,2369.0,2394.0,2351.0,-0.23258758970030471,0.0
AMZN,2020-04-21,2328.12,7476679,2416.61,2428.3099,2279.66,-3.661741033927702,0.0
AMZN,2020-04-20,2393.61,5770694,2389.95,2444.98,2386.05,0.1531412791062704,1.0
AMZN,2020-04-17,2375.0,7930010,2372.33,2400.0,2316.02,0.11254757980551074,1.0
AMZN,2020-04-16,2408.19,12038200,2346.0,2460.9981,2335.0,2.650895140664964,1.0
AMZN,2020-04-15,2307.68,6866567,2257.68,2333.369,2245.0,2.2146628397292796,1.0
AMZN,2020-04-14,2283.32,8087193,2200.47,2292.0,2186.21,3.765104727626387,1.0
AMZN,2020-04-13,2168.87,6716709,2040.0,2180.0,2038.0,6.317156862745092,1.0
AMZN,2020-04-09,2042.76,4655617,2044.3,2053.0,2017.66,-0.07533140928434984,0.0
AMZN,2020-04-08,2043.0,3977313,2021.0,2044.0,2011.15,1.0885700148441364,1.0
AMZN,2020-04-07,2011.6,5113983,2017.11,2035.72,1997.62,-0.2731630897670425,0.0
AMZN,2020-04-06,1997.59,5773181,1936.0,1998.52,1930.02,3.1813016528925577,1.0
AMZN,2020-04-03,1906.59,3609870,1911.15,1926.33,1889.15,-0.2385997959343941,0.0
AMZN,2020-04-02,1918.83,4335985,1901.64,1927.5258,1890.0,0.9039565848425478,1.0
AMZN,2020-04-01,1907.7,4121875,1932.97,1944.96,1893.0,-1.3073146505119058,0.0
AMZN,2020-03-31,1949.72,5123626,1964.35,1993.02,1944.01,-0.7447756255249768,0.0
AMZN,2020-03-30,1963.95,6126087,1922.83,1973.63,1912.34,2.1385145852727554,1.0
AMZN,2020-03-27,1900.1,5387897,1930.86,1939.79,1899.92,-1.5930725169095634,0.0
AMZN,2020-03-26,1955.49,6235118,1902.0,1956.49,1889.29,2.8123028391167195,1.0
AMZN,2020-03-25,1885.84,6479073,1920.69,1950.26,1885.78,-1.8144520979439753,0.0
AMZN,2020-03-24,1940.1,7147080,1951.495,1955.0,1900.3403,-0.5839113090220566,0.0
AMZN,2020-03-23,1902.83,7808489,1827.75,1919.4,1812.0,4.1077827930515625,1.0
AMZN,2020-03-20,1846.09,9817850,1926.31,1957.0,1820.73,-4.164438745580931,0.0
AMZN,2020-03-19,1880.93,10399940,1860.0,1945.0,1832.65,1.1252688172043046,1.0
AMZN,2020-03-18,1830.0,9645218,1750.0,1841.66,1745.0,4.571428571428571,1.0
AMZN,2020-03-17,1807.84,10917130,1775.47,1857.775,1689.2402,1.8231792145178398,1.0
AMZN,2020-03-16,1689.15,8917265,1641.51,1759.4519,1626.0318,2.9022058957910764,1.0
AMZN,2020-03-13,1785.0,8809725,1755.0,1786.31,1680.62,1.7094017094017095,1.0
AMZN,2020-03-12,1676.61,11346210,1721.98,1765.0,1675.0,-2.6347576626906304,0.0
AMZN,2020-03-11,1820.86,5646831,1857.85,1871.3194,1801.5,-1.9910111149985203,0.0
AMZN,2020-03-10,1891.82,7133310,1870.88,1894.27,1818.17,1.1192593859574012,1.0
AMZN,2020-03-09,1800.61,7813232,1773.86,1862.77,1761.2901,1.5080107787536785,1.0
AMZN,2020-03-06,1901.09,5273580,1875.0,1910.87,1869.5,1.3914666666666624,1.0
AMZN,2020-03-05,1924.03,4748210,1933.0,1960.72,1910.0,-0.46404552509053426,0.0
AMZN,2020-03-04,1975.83,4772919,1946.57,1978.0,1922.0,1.5031568348428257,1.0
AMZN,2020-03-03,1908.99,7534491,1975.37,1996.33,1888.0901,-3.360383118099388,0.0
AMZN,2020-03-02,1953.95,6761651,1906.49,1954.51,1870.0,2.489391499562024,1.0
AMZN,2020-02-28,1883.75,9493797,1814.63,1889.76,1811.129,3.8090409615183196,1.0
AMZN,2020-02-27,1884.3,8143993,1934.38,1975.0,1882.7621,-2.588943227287304,0.0
AMZN,2020-02-26,1979.59,5240402,1970.28,2014.67,1960.45,0.4725216720466099,1.0
AMZN,2020-02-25,1972.74,6219094,2026.42,2034.6,1958.42,-2.6490066225165596,0.0
AMZN,2020-02-24,2009.29,6546997,2003.18,2039.295,1987.9742,0.30501502610848247,1.0
AMZN,2020-02-21,2095.97,4650740,2142.15,2144.55,2088.0,-2.155778073430912,0.0
AMZN,2020-02-20,2153.1,3131342,2173.07,2176.79,2127.45,-0.9189763790398033,0.0
AMZN,2020-02-19,2170.22,2561165,2167.8,2185.1,2161.12,0.11163391456774693,1.0
